"lon","lat","city","state"
-123.81813812,46.97493744,"Aberdeen","WA"
-122.20777893,48.71663284,"Acme","WA"
-117.83914948,48.35599518,"Addy","WA"
-122.36278534,47.33078766,"Adelaide","WA"
-123.06381226,46.62848663,"Adna","WA"
-118.98166656,48.54705048,"Aeneas","WA"
-120.62440491,46.55934525,"Ahtanum","WA"
-117.25171661,46.79068375,"Albion","WA"
-122.29272461,46.79992294,"Alder","WA"
-119.92337036,45.83462143,"Alderdale","WA"
-122.23151398,47.16937256,"Alderton","WA"
-122.25444031,47.27890015,"Algona","WA"
-122.2789917,47.49373245,"Allentown","WA"
-122.82995605,47.38530731,"Allyn","WA"
-118.94332123,47.71086884,"Almira","WA"
-117.47132874,46.70253754,"Almota","WA"
-119.99724579,47.56084824,"Alstown","WA"
-123.65834045,46.26761627,"Altoona","WA"
-123.8885498,47.46277618,"Amanda Park","WA"
-117.71408081,47.35165787,"Amber","WA"
-122.44863129,45.90972137,"Amboy","WA"
-122.61488342,48.51247025,"Anacortes","WA"
-117.1341095,46.13479233,"Anatone","WA"
-122.6190033,47.54322433,"Annapolis","WA"
-120.37180328,47.73700333,"Ardenvoir","WA"
-122.57372284,45.95639038,"Ariel","WA"
-122.66955566,47.28953934,"Arletta","WA"
-122.12772369,48.19829941,"Arlington","WA"
-122.03387451,46.75808716,"Ashford","WA"
-117.04994202,46.33892822,"Asotin","WA"
-122.23046875,47.30677795,"Auburn","WA"
-118.38716888,46.57976913,"Ayer","WA"
-119.8782959,47.93688965,"Azwell","WA"
-119.36114502,46.19999313,"Badger","WA"
-122.74650574,47.72022629,"Bangor","WA"
-121.48789215,47.7726326,"Baring","WA"
-122.53560638,45.78078842,"Battle Ground","WA"
-121.91152191,47.29476929,"Bayne","WA"
-122.6077652,47.27901077,"Bayview","WA"
-122.1975708,47.58353043,"Beaux Arts Village","WA"
-122.73271179,47.92536163,"Beaver Valley","WA"
-122.82958984,47.45014954,"Belfair","WA"
-122.20296478,47.61014557,"Bellevue","WA"
-122.47274017,48.76121521,"Bellingham","WA"
-117.16370392,47.08757401,"Belmont","WA"
-118.98723602,48.04940414,"Belvedere","WA"
-118.10420227,46.90917587,"Benge","WA"
-119.49026489,46.2628479,"Benton City","WA"
-122.13040924,47.33970642,"Berrydale","WA"
-122.63345337,47.49378204,"Bethel","WA"
-119.93578339,46.83663559,"Beverly","WA"
-122.24365997,48.40264511,"Big Lake","WA"
-122.00537109,47.30848694,"Black Diamond","WA"
-122.75008392,48.99335098,"Blaine","WA"
-122.41850281,48.59286499,"Blanchard","WA"
-120.93927765,45.83924103,"Blockhouse","WA"
-123.00898743,48.02203369,"Blyn","WA"
-122.01773834,47.18015289,"Boise","WA"
-123.13546753,46.53494263,"Boistfort","WA"
-122.18836975,47.17679596,"Bonney Lake","WA"
-122.90382385,47.13815308,"Boston Harbor","WA"
-122.20754242,47.75966263,"Bothell","WA"
-122.40053558,48.56124496,"Bow","WA"
-122.65167999,47.80183411,"Breidablick","WA"
-122.63452911,47.56690598,"Bremerton","WA"
-119.78278351,48.09584427,"Brewster","WA"
-119.67368317,48.00769043,"Bridgeport","WA"
-122.90169525,47.67987442,"Brinnon","WA"
-123.51306915,46.77581406,"Brooklyn","WA"
-122.61860657,47.65503693,"Brownsville","WA"
-122.5484848,45.7325592,"Brush Prairie","WA"
-122.16060638,48.23849106,"Bryant","WA"
-122.23568726,47.50302124,"Bryn Mawr","WA"
-122.02932739,47.16257095,"Buckley","WA"
-122.87284851,46.79846954,"Bucoda","WA"
-120.31565857,46.42865372,"Buena","WA"
-119.01558685,46.19940567,"Burbank","WA"
-122.35001373,47.47027206,"Burien","WA"
-122.6336441,47.41743851,"Burley","WA"
-122.32794952,48.47541428,"Burlington","WA"
-122.46276855,47.38871002,"Burton","WA"
-122.40544891,45.58965683,"Camas","WA"
-117.24203491,48.04719925,"Camden","WA"
-122.05336761,47.07962418,"Carbonado","WA"
-124.10067749,47.15436935,"Carlisle","WA"
-120.11863708,48.24791718,"Carlton","WA"
-121.91648865,47.64742279,"Carnation","WA"
-122.8645401,46.07114792,"Carrolls","WA"
-121.82159424,45.72465515,"Carson","WA"
-120.47274017,47.52220535,"Cashmere","WA"
-122.90997314,46.27463531,"Castle Rock","WA"
-122.10139465,47.84748077,"Cathcart","WA"
-123.3839035,46.20542526,"Cathlamet","WA"
-122.13770294,47.97786331,"Cavalero Corner","WA"
-121.77981567,47.42521667,"Cedar Falls","WA"
-122.06451416,47.43516922,"Cedar Grove","WA"
-122.07553101,47.44791794,"Cedar Mountain","WA"
-122.48166656,47.48178864,"Cedarhurst","WA"
-118.17111206,48.15341187,"Cedonia","WA"
-120.90737152,45.75288773,"Centerville","WA"
-122.65246582,47.66279984,"Central Valley","WA"
-122.96793365,46.71740723,"Centralia","WA"
-117.3598938,47.88951492,"Chattaroy","WA"
-122.97650909,46.66357803,"Chehalis","WA"
-120.01865387,47.84073639,"Chelan","WA"
-119.98865509,47.8014946,"Chelan Falls","WA"
-117.5782547,47.48730087,"Cheney","WA"
-119.05376434,48.94571686,"Chesaw","WA"
-117.71694183,48.27609634,"Chewelah","WA"
-122.71252441,47.61123657,"Chico","WA"
-122.77075958,48.01044464,"Chimacum","WA"
-123.94495392,46.27534103,"Chinook","WA"
-122.23452759,47.33384323,"Christopher","WA"
-122.53463745,46.60388565,"Cinebar","WA"
-124.26109314,48.2530632,"Clallam Bay","WA"
-117.04723358,46.41588593,"Clarkston","WA"
-117.56013489,47.9948082,"Clayton","WA"
-120.94167328,47.19517517,"Cle Elum","WA"
-122.12866211,47.83335114,"Clearview","WA"
-121.07154846,46.94581223,"Cliffdell","WA"
-120.72652435,45.71535492,"Cliffs","WA"
-122.35777283,47.9778595,"Clinton","WA"
-122.12440491,47.50207901,"Coalfield","WA"
-117.34408569,47.82650375,"Colbert","WA"
-117.36616516,46.88012695,"Colfax","WA"
-118.39025879,46.04919052,"College Place","WA"
-117.12982941,46.56793594,"Colton","WA"
-117.90757751,48.54657745,"Colville","WA"
-122.49286652,47.47564697,"Colvos","WA"
-119.75242615,48.55695724,"Conconully","WA"
-121.748909,48.53902435,"Concrete","WA"
-118.86353302,46.66334534,"Connell","WA"
-122.3458252,48.33995819,"Conway","WA"
-124.17568207,47.11240387,"Copalis Beach","WA"
-124.07208252,47.10731506,"Copalis Crossing","WA"
-119.41419983,48.86614609,"Cordell","WA"
-123.77590179,46.95482254,"Cosmopolis","WA"
-122.30136108,46.05135345,"Cougar","WA"
-119.29409027,47.61082458,"Coulee City","WA"
-118.97838593,47.96544266,"Coulee Dam","WA"
-117.40642548,47.74821854,"Country Homes","WA"
-122.68867493,48.21968842,"Coupeville","WA"
-118.21138,48.22048187,"Covada","WA"
-122.51087952,47.45147705,"Cove","WA"
-122.11790466,47.34766769,"Covington","WA"
-118.52235413,47.75845718,"Creston","WA"
-122.62495422,47.27369308,"Cromwell","WA"
-121.92996216,47.28263474,"Cumberland","WA"
-118.80849457,46.8218689,"Cunningham","WA"
-118.60122681,48.88527679,"Curlew","WA"
-117.29937744,48.33730698,"Cusick","WA"
-122.64053345,48.91687393,"Custer","WA"
-118.16223907,48.36130524,"Daisy","WA"
-117.24021149,48.24457169,"Dalkena","WA"
-121.17418671,45.61829376,"Dallesport","WA"
-118.51027679,48.99225235,"Danville","WA"
-121.6037674,48.25507736,"Darrington","WA"
-118.15200806,47.65371323,"Davenport","WA"
-117.97395325,46.32336807,"Dayton","WA"
-117.71438599,47.64286804,"Deep Creek","WA"
-117.47897339,47.95389938,"Deer Park","WA"
-122.21886444,48.82511139,"Deming","WA"
-122.32665253,47.40114594,"Des Moines","WA"
-121.14399719,48.71308136,"Diablo","WA"
-122.22737122,47.24018097,"Dieringer","WA"
-119.23934174,48.36037445,"Disautel","WA"
-117.28511047,47.65660858,"Dishman","WA"
-118.15692902,46.13970947,"Dixie","WA"
-122.46157837,47.37125778,"Dockton","WA"
-120.39931488,46.47640228,"Donald","WA"
-120.01251221,46.86721802,"Doris","WA"
-123.27970886,46.63437653,"Doty","WA"
-120.00751495,47.6211586,"Douglas","WA"
-123.12617493,48.14619827,"Dungeness","WA"
-122.51789093,47.61375046,"Eagledale","WA"
-122.83772278,46.9670639,"East Olympia","WA"
-120.29546356,47.41538239,"East Wenatchee","WA"
-122.16091156,47.56649399,"Eastgate","WA"
-121.18152618,47.23690796,"Easton","WA"
-122.90766907,48.69620514,"Eastsound","WA"
-122.2686615,46.86676407,"Eatonville","WA"
-122.29637909,47.2498703,"Edgewood","WA"
-122.3799057,47.81037521,"Edmonds","WA"
-117.95293427,47.5043335,"Edwall","WA"
-122.51686859,47.86233521,"Eglon","WA"
-122.19568634,46.76444626,"Elbe","WA"
-117.22299194,46.98104095,"Elberton","WA"
-123.04897308,47.54517746,"Eldon","WA"
-120.55075073,46.99611664,"Ellensburg","WA"
-119.40252686,48.78839493,"Ellisforde","WA"
-122.43759918,47.41986847,"Ellisport","WA"
-123.41107941,47.00297165,"Elma","WA"
-119.01966858,46.45833588,"Eltopia","WA"
-118.12503052,47.10425949,"Emden","WA"
-117.68497467,46.92559052,"Endicott","WA"
-121.99360657,47.20384598,"Enumclaw","WA"
-119.55545044,47.31717682,"Ephrata","WA"
-122.69602203,47.59953308,"Erlands Point","WA"
-117.74428558,47.60296249,"Espanola","WA"
-118.61909485,46.30308533,"Eureka","WA"
-118.02719879,48.71319962,"Evans","WA"
-122.20454407,47.97843552,"Everett","WA"
-117.7374115,47.11634445,"Ewan","WA"
-117.17396545,47.38480759,"Fairfield","WA"
-122.24581146,47.90652466,"Fairmont","WA"
-122.67056274,47.62110138,"Fairview","WA"
-121.89194489,47.56715775,"Fall City","WA"
-119.81427765,47.61252213,"Farmer","WA"
-117.0457077,47.08926773,"Farmington","WA"
-122.31441498,47.32177734,"Federal Way","WA"
-122.59371185,48.84636688,"Ferndale","WA"
-122.3595047,47.23891449,"Fife","WA"
-119.03632355,46.1538353,"Finley","WA"
-117.8082428,47.90812683,"Ford","WA"
-122.99177551,46.73487091,"Fords Prairie","WA"
-124.38799286,47.94977951,"Forks","WA"
-122.53401947,47.46355438,"Fragaria","WA"
-123.50769043,46.54195404,"Frances","WA"
-122.52887726,48.00910187,"Freeland","WA"
-117.19803619,47.51787567,"Freeman","WA"
-123.01121521,48.53361893,"Friday Harbor","WA"
-118.2011261,48.07091904,"Fruitland","WA"
-120.55574036,46.61761475,"Fruitvale","WA"
-117.14315796,47.00759506,"Garfield","WA"
-123.13989258,46.84361649,"Gate","WA"
-122.40460968,48.74551392,"Geneva","WA"
-119.8584671,47.07865524,"George","WA"
-121.9757309,47.35706711,"Georgetown","WA"
-118.14795685,48.30615616,"Gifford","WA"
-122.59068298,47.32983398,"Gig Harbor","WA"
-122.60800171,47.63862991,"Gilberton","WA"
-121.94809723,48.88964844,"Glacier","WA"
-120.61532593,46.65792847,"Gleed","WA"
-122.36071777,47.93912506,"Glendale","WA"
-122.1628418,46.51399612,"Glenoma","WA"
-121.29289246,46.01840591,"Glenwood","WA"
-120.82484436,45.82035828,"Goldendale","WA"
-120.48260498,45.7507515,"Goodnoe Hills","WA"
-121.26959991,46.89481354,"Goose Prairie","WA"
-122.70756531,47.52482224,"Gorst","WA"
-119.00525665,47.94131851,"Grand Coulee","WA"
-119.90462494,46.25063705,"Grandview","WA"
-120.1894989,46.34181976,"Granger","WA"
-121.9720459,48.08432007,"Granite Falls","WA"
-122.8380661,47.33137894,"Grapeview","WA"
-124.09572601,46.80952072,"Grayland","WA"
-123.61183929,46.35577011,"Grays River","WA"
-122.57563782,48.09783554,"Greenbank","WA"
-123.61480713,47.35652542,"Grisdale","WA"
-121.42547607,47.73577881,"Grotto","WA"
-122.76068115,48.03134537,"Hadlock","WA"
-119.39017487,46.58333206,"Hanford","WA"
-122.5570755,47.91839981,"Hansville","WA"
-122.50871277,47.51175308,"Harper","WA"
-120.54634857,46.4040184,"Harrah","WA"
-118.25605011,47.48060989,"Harrington","WA"
-119.11048889,47.69009399,"Hartline","WA"
-118.82826233,46.77576828,"Hatton","WA"
-117.91796875,46.67862701,"Hay","WA"
-117.56622314,47.60622025,"Hayford","WA"
-122.19403076,47.55044937,"Hazelwood","WA"
-121.98473358,47.812397,"High Rock","WA"
-121.97584534,47.42142868,"Hobart","WA"
-122.98103333,47.5574646,"Holly","WA"
-122.76996613,47.27643204,"Home","WA"
-121.57048035,45.72503281,"Hood","WA"
-123.14189911,47.4054451,"Hoodsport","WA"
-118.15153503,46.75576782,"Hooper","WA"
-123.89159393,46.98048782,"Hoquiam","WA"
-122.20898437,47.66068649,"Houghton","WA"
-118.20423126,48.11660767,"Hunters","WA"
-118.10894775,46.28685379,"Huntsville","WA"
-121.48939514,45.7988472,"Husum","WA"
-121.39585876,47.39239883,"Hyak","WA"
-124.04610443,46.30849457,"Ilwaco","WA"
-121.55673218,47.82598877,"Index","WA"
-122.53097534,47.75300217,"Indianola","WA"
-122.07102203,47.62182617,"Inglewood","WA"
-117.41938019,48.74094772,"Ione","WA"
-118.85340881,47.35886383,"Irby","WA"
-119.22507477,46.23910141,"Island View","WA"
-122.0345993,47.52977753,"Issaquah","WA"
-117.13980865,46.63149261,"Johnson","WA"
-123.73703766,48.13611984,"Joyce","WA"
-122.20941162,47.70256424,"Juanita","WA"
-118.55911255,46.6428566,"Kahlotus","WA"
-124.37473297,47.60419083,"Kalaloch","WA"
-122.84658051,46.00827026,"Kalama","WA"
-121.89536285,47.3202095,"Kanaskat","WA"
-121.88286591,47.3612442,"Kangley","WA"
-122.22799683,46.98525238,"Kapowsin","WA"
-118.68702698,48.07854843,"Keller","WA"
-122.91054535,46.14636612,"Kelso","WA"
-122.24649048,47.7568779,"Kenmore","WA"
-122.20980072,47.81994629,"Kennard Corner","WA"
-119.13952637,46.2107811,"Kennewick","WA"
-122.21000671,47.52035522,"Kennydale","WA"
-122.23777008,47.38068008,"Kent","WA"
-118.05840302,48.61070633,"Kettle Falls","WA"
-118.28119659,48.20085907,"Kewa","WA"
-122.62349701,47.70144653,"Keyport","WA"
-122.50075531,47.7985611,"Kingston","WA"
-122.21086884,47.6813736,"Kirkland","WA"
-120.41977692,46.98278427,"Kittitas","WA"
-121.1546402,45.81687927,"Klickitat","WA"
-118.9495163,48.0153389,"Koontzville","WA"
-122.19080353,46.49760818,"Kosmos","WA"
-122.02088928,47.2862587,"Kummer","WA"
-122.67276001,45.86193466,"La Center","WA"
-122.49814606,48.39185333,"La Conner","WA"
-117.88414001,46.81381989,"La Crosse","WA"
-124.64065552,47.90929413,"La Push","WA"
-122.80961609,47.03732681,"Lacey","WA"
-122.32154083,46.83440781,"LaGrande","WA"
-122.55355835,47.1484108,"Lake City","WA"
-122.28347778,47.75640869,"Lake Forest Park","WA"
-122.1238327,47.61293411,"Lake Hills","WA"
-122.06846619,48.01782227,"Lake Stevens","WA"
-122.76060486,47.25682449,"Lakebay","WA"
-122.50055695,47.15883636,"Lakeview","WA"
-122.20979309,48.15166473,"Lakewood","WA"
-122.52094269,47.17140198,"Lakewood","WA"
-122.37486267,47.33246231,"Lakota","WA"
-118.48428345,47.35903168,"Lamona","WA"
-117.90731049,47.20142365,"Lamont","WA"
-117.66580963,47.03082275,"Lancaster","WA"
-122.4162674,48.03789139,"Langley","WA"
-122.14698029,47.89115906,"Larimers Corner","WA"
-117.15716553,47.28139114,"Latah","WA"
-121.38230133,45.94371033,"Laurel","WA"
-118.22610474,48.99860764,"Laurier","WA"
-117.58942413,48.90919113,"Leadpoint","WA"
-120.66327667,47.59615707,"Leavenworth","WA"
-123.55207062,46.55886078,"Lebam","WA"
-122.88863373,47.89144897,"Leland","WA"
-121.49674225,47.20879745,"Lester","WA"
-122.90743256,46.18718719,"Lexington","WA"
-120.66775513,47.25319672,"Liberty","WA"
-123.11676788,47.46295166,"Lilliwaup","WA"
-118.41716766,47.8287468,"Lincoln","WA"
-118.61716461,46.97177505,"Lind","WA"
-122.51953888,47.40674591,"Lisabeula","WA"
-123.02068329,46.90139771,"Littlerock","WA"
-124.05699158,46.35176086,"Long Beach","WA"
-117.8509903,47.83569717,"Long Lake","WA"
-122.75960541,47.20858765,"Longbranch","WA"
-121.8143692,46.74935913,"Longmire","WA"
-122.94042206,46.1375885,"Longview","WA"
-119.63585663,48.82051849,"Loomis","WA"
-117.36499786,48.60894775,"Lost Creek","WA"
-120.59503937,48.19859695,"Lucerne","WA"
-121.27797699,45.69684982,"Lyle","WA"
-122.06454468,48.52661896,"Lyman","WA"
-122.45510101,48.94639969,"Lynden","WA"
-122.31757355,47.82042313,"Lynnwood","WA"
-122.41461945,48.09644699,"Mabana","WA"
-119.9995575,46.21438217,"Mabton","WA"
-122.48596191,47.38148117,"Magnolia Beach","WA"
-118.60918427,48.8012352,"Malo","WA"
-119.70950317,48.28263092,"Malott","WA"
-122.11582947,47.80495071,"Maltby","WA"
-122.54760742,47.55534744,"Manchester","WA"
-119.63913727,47.81129456,"Mansfield","WA"
-120.16055298,47.88444138,"Manson","WA"
-122.55817413,47.67711639,"Manzanita","WA"
-122.07969666,48.92383957,"Maple Falls","WA"
-122.04039764,47.40601349,"Maple Valley","WA"
-122.16574097,47.46754456,"Maplewood","WA"
-117.90426636,48.84874344,"Marble","WA"
-121.45185852,48.52750778,"Marblemount","WA"
-118.40738678,47.23332596,"Marcellus","WA"
-118.19111633,47.02545547,"Marengo","WA"
-122.58289337,48.78689575,"Marietta","WA"
-118.98736572,47.4072876,"Krupp","WA"
-117.50099945,47.564785,"Marshall","WA"
-120.8144455,45.69277191,"Maryhill","WA"
-122.82479095,46.54653931,"Marys Corner","WA"
-122.17945099,48.05155182,"Marysville","WA"
-123.41085815,47.23775482,"Matlock","WA"
-122.43891144,47.9371376,"Maxwelton","WA"
-120.40686798,48.59169388,"Mazama","WA"
-123.26750183,47.05278015,"McCleary","WA"
-119.21748352,47.07097244,"McDonald","WA"
-122.55883789,46.93432617,"McKenna","WA"
-122.23871613,47.13941956,"McMillin","WA"
-122.23790741,48.31596375,"McMurray","WA"
-117.35704803,47.76737976,"Mead","WA"
-122.32997131,47.85432434,"Meadowdale","WA"
-122.22940826,47.62040329,"Medina","WA"
-123.86225128,46.253582,"Megler","WA"
-123.62851715,46.94493103,"Melbourne","WA"
-123.64953613,46.62133408,"Menlo","WA"
-122.12452698,47.37195206,"Meridian Heights","WA"
-120.84542084,47.78079605,"Merritt","WA"
-119.00907898,46.57604599,"Mesa","WA"
-117.39290619,48.85041809,"Metaline","WA"
-117.37445068,48.86388016,"Metaline Falls","WA"
-120.00566101,48.13000107,"Methow","WA"
-122.40745544,47.16658401,"Midland","WA"
-122.41962433,47.99222946,"Midvale Corner","WA"
-122.5918808,47.3045311,"Midway","WA"
-117.33386993,47.96680832,"Milan","WA"
-118.294487,47.91022491,"Miles","WA"
-122.31570435,47.2477684,"Milton","WA"
-122.18386841,46.7168808,"Mineral","WA"
-122.65048218,45.65871048,"Minnehaha","WA"
-122.27600861,48.04850388,"Mission Beach","WA"
-124.21600342,47.23588943,"Moclips","WA"
-118.33096313,47.4045372,"Mohler","WA"
-119.20243835,48.98094177,"Molson","WA"
-118.01794434,47.68084335,"Mondovi","WA"
-120.42051697,47.48631668,"Monitor","WA"
-122.07669067,47.57943344,"Monohan","WA"
-121.97357178,47.85487747,"Monroe","WA"
-119.68077087,48.14092255,"Monse","WA"
-123.60495758,46.98082733,"Montesano","WA"
-122.27754974,46.55794525,"Morton","WA"
-119.28028107,47.12987137,"Moses Lake","WA"
-122.48741913,46.52937698,"Mossyrock","WA"
-122.33657837,48.4208374,"Mount Vernon","WA"
-122.31195068,47.78780365,"Mountlake Terrace","WA"
-120.38532257,46.55339813,"Moxee City","WA"
-122.30080414,47.94359589,"Mukilteo","WA"
-122.20999908,47.87796402,"Murphys Corner","WA"
-120.70152283,46.73075485,"Naches","WA"
-122.911026,46.57439804,"Napavine","WA"
-123.81258392,46.36524963,"Naselle","WA"
-122.66693878,47.55306244,"Navy Yard City","WA"
-124.62800598,48.36777496,"Neah Bay","WA"
-123.88258362,47.41231537,"Neilton","WA"
-123.88864136,46.51150131,"Nemah","WA"
-118.97771454,48.16683578,"Nespelem","WA"
-123.93016052,47.05670929,"New London","WA"
-122.10498047,47.25681686,"Newaukum","WA"
-122.15751648,47.53847504,"Newcastle","WA"
-121.25003052,48.67328262,"Newhalem","WA"
-117.0447998,48.18312454,"Newport","WA"
-119.64487457,48.96621704,"Nighthawk","WA"
-117.54586029,47.77474213,"Nine Mile Falls","WA"
-122.7037735,47.05606079,"Nisqually","WA"
-122.69376373,48.05038834,"Nordland","WA"
-121.78990173,47.49547195,"North Bend","WA"
-121.94462585,45.65342712,"North Bonneville","WA"
-122.31572723,47.75506973,"North City","WA"
-122.28451538,47.20637131,"North Puyallup","WA"
-122.60557556,46.96254349,"North Yelm","WA"
-117.78440857,48.91585541,"Northport","WA"
-121.98640442,47.70880508,"Novelty","WA"
-122.63957977,48.29240036,"Oak Harbor","WA"
-117.24497223,47.12811661,"Oakesdale","WA"
-123.23464966,46.83992767,"Oakville","WA"
-124.16866302,47.0703125,"Ocean City","WA"
-124.05264282,46.4912796,"Ocean Park","WA"
-118.69364166,47.33297348,"Odessa","WA"
-122.19237518,46.94529343,"Ohop","WA"
-119.58562469,48.36122131,"Okanogan","WA"
-122.54766846,47.42886353,"Olalla","WA"
-122.89093781,47.04053497,"Olympia","WA"
-122.74289703,47.69358826,"Olympic View","WA"
-119.52918243,48.41066742,"Omak","WA"
-117.24206543,47.65698242,"Opportunity","WA"
-122.94433594,48.60177994,"Orcas","WA"
-122.60179138,47.53014374,"Orchard Heights","WA"
-118.20545959,48.8659935,"Orient","WA"
-119.43762207,48.9389267,"Oroville","WA"
-122.20697784,47.09756088,"Orting","WA"
-121.93154144,48.2700882,"Oso","WA"
-122.89448547,46.19245148,"Ostrander","WA"
-119.17716217,46.82546616,"Othello","WA"
-124.03062439,46.54872894,"Oysterville","WA"
-122.25270844,47.26421356,"Pacific","WA"
-124.20578003,47.2085762,"Pacific Beach","WA"
-121.6727066,46.6061821,"Packwood","WA"
-119.91668701,47.41891479,"Palisades","WA"
-121.89456177,47.31378555,"Palmer","WA"
-117.07770538,46.90997314,"Palouse","WA"
-120.46723938,46.50072861,"Parker","WA"
-122.43645477,47.15515518,"Parkland","WA"
-119.10236359,46.2282753,"Pasco","WA"
-117.53993988,46.47282791,"Pataha City","WA"
-119.90557861,48.05079269,"Pateros","WA"
-119.59534454,45.93577194,"Paterson","WA"
-123.29946899,46.57021332,"Pe Ell","WA"
-120.60687256,47.57045364,"Peshastin","WA"
-117.52626038,47.202034,"Pine City","WA"
-120.65966797,47.76226807,"Plain","WA"
-117.38586426,47.31983566,"Plaza","WA"
-121.91176605,47.61526489,"Pleasant Hill","WA"
-118.34117889,46.49055862,"Pleasant View","WA"
-119.35262299,45.93439102,"Plymouth","WA"
-117.60518646,46.47468567,"Pomeroy","WA"
-122.5225296,47.69836044,"Port Madison","WA"
-123.43292236,48.11795044,"Port Angeles","WA"
-122.51542664,47.59906387,"Port Blakely","WA"
-122.58602905,47.85394669,"Port Gamble","WA"
-122.68547058,47.92518616,"Port Ludlow","WA"
-122.63690186,47.53696823,"Port Orchard","WA"
-122.76300049,48.11659241,"Port Townsend","WA"
-122.43989563,47.40696335,"Portage","WA"
-123.31253052,46.93844604,"Porter","WA"
-122.37897491,47.9172287,"Possession","WA"
-122.64881897,47.73558426,"Poulsbo","WA"
-118.31712341,46.29951096,"Prescott","WA"
-121.92989349,47.52353668,"Preston","WA"
-119.77165222,46.20647812,"Prosser","WA"
-122.62802124,47.38855743,"Purdy","WA"
-122.29276276,47.19064331,"Puyallup","WA"
-122.87800598,47.82208633,"Quilcene","WA"
-123.84786987,47.46652222,"Quinault","WA"
-118.34553528,46.98341751,"Ralston","WA"
-121.95932007,46.5346489,"Randle","WA"
-121.98698425,47.35189438,"Ravensdale","WA"
-123.73608398,46.68629837,"Raymond","WA"
-117.87993622,47.66955948,"Reardan","WA"
-122.12400055,47.67367172,"Redmond","WA"
-122.32706451,47.34413528,"Redondo","WA"
-122.21973419,47.48252487,"Renton","WA"
-118.74054718,48.64814377,"Republic","WA"
-117.93205261,47.08105469,"Revere","WA"
-118.17206573,48.42839432,"Rice","WA"
-122.90055084,48.45106506,"Richardson","WA"
-119.28665924,46.28547287,"Richland","WA"
-122.38417053,47.77165222,"Richmond Beach","WA"
-122.34888458,47.76107788,"Richmond Highlands","WA"
-122.74583435,45.81910324,"Ridgefield","WA"
-118.38210297,47.12727737,"Ritzville","WA"
-119.50875854,48.50189972,"Riverside","WA"
-122.30375671,47.46857834,"Riverton Heights","WA"
-121.8243103,48.10146713,"Robe","WA"
-123.09854126,46.82145309,"Rochester","WA"
-120.14646149,47.37509537,"Rock Island","WA"
-117.13303375,47.45189285,"Rockford","WA"
-121.59955597,48.4853363,"Rockport","WA"
-122.6776123,47.5915451,"Rocky Point","WA"
-122.51273346,47.66398621,"Rollingbay","WA"
-122.01194763,47.88255692,"Roosevelt","WA"
-117.37181854,47.23584747,"Rosalia","WA"
-122.8786087,48.64863968,"Rosario","WA"
-123.64094543,46.33081055,"Rosburg","WA"
-122.65489197,47.3311348,"Rosedale","WA"
-120.99525452,47.2230072,"Roslyn","WA"
-122.54239655,47.00389862,"Roy","WA"
-117.30110931,48.52204514,"Ruby","WA"
-119.00020599,47.16937256,"Ruff","WA"
-122.51084137,47.29883957,"Ruston","WA"
-123.04677582,46.37617111,"Ryderwood","WA"
-117.58391571,47.09113693,"Saint John","WA"
-122.62882233,46.53183746,"Salkum","WA"
-122.43811798,48.61060715,"Samish","WA"
-122.7257843,48.23478317,"San de Fuca","WA"
-124.28223419,48.06981277,"Sappho","WA"
-120.36371613,46.45620728,"Sawyer","WA"
-122.66094971,47.71606064,"Scandia","WA"
-121.15761566,47.71107864,"Scenic","WA"
-118.85660553,47.0731163,"Schrag","WA"
-122.83102417,47.63920975,"Seabeck","WA"
-122.36470795,47.46869278,"Seahurst","WA"
-122.33439636,47.60571289,"Seattle","WA"
-122.32671356,47.81017303,"Seattle Heights","WA"
-122.23957062,48.50331116,"Sedro-Wooley","WA"
-120.53262329,46.65384674,"Selah","WA"
-121.87045288,47.3751564,"Selleck","WA"
-123.10453033,48.07928085,"Sequim","WA"
-123.09950256,47.21501923,"Shelton","WA"
-122.67883301,47.86817551,"Shine","WA"
-122.57398987,47.30985641,"Shore Acres","WA"
-122.45239258,47.35483551,"Shore Acres","WA"
-122.69752502,47.64414597,"Silverdale","WA"
-122.81272125,46.29693604,"Silverlake","WA"
-121.56964874,48.07830811,"Silverton","WA"
-122.58080292,48.4474144,"Similk Beach","WA"
-123.4597702,46.2702446,"Skamokawa","WA"
-121.36258698,47.70903015,"Skykomish","WA"
-119.66445923,46.83893204,"Smyrna","WA"
-118.68250275,46.39009094,"Snake River","WA"
-122.1009903,47.91241837,"Snohomish","WA"
-121.82741547,47.52823257,"Snoqualmie","WA"
-121.81289673,47.53940964,"Snoqualmie Falls","WA"
-123.80706024,46.6625824,"South Bend","WA"
-122.10076904,47.13879395,"South Prairie","WA"
-122.11143494,47.89847946,"South Snohomish","WA"
-122.43693542,47.10369873,"Spanaway","WA"
-117.38206482,47.42736435,"Spangle","WA"
-117.42813873,47.65847015,"Spokane","WA"
-117.97690582,47.30015564,"Sprague","WA"
-121.86364746,47.56099701,"Spring Glen","WA"
-117.74323273,48.05709457,"Springdale","WA"
-122.37282562,48.24087524,"Stanwood","WA"
-118.13091278,46.5191803,"Starbuck","WA"
-120.65830231,48.30875015,"Stehekin","WA"
-122.60488129,47.16923141,"Steilacoom","WA"
-117.35816193,47.00577164,"Steptoe","WA"
-121.88894653,45.70157242,"Stevenson","WA"
